gene_id	chrom	start	end	number_of_cds	gene_name	name_alias
FBgn0045498	2L	1789141	1790361	2	Gr22d	FBgn0045493;FBgn0051930;Gr22dP;Gustatory receptor 2940.2;Gr2940.2;CR31930;CG31930;GR22d
FBgn0265138	2L	1790617	1791823	2	Gr22c	FBgn0045499;FBgn0045492;FBgn0051929;FBgn0041214;GR22c;CG31929;Gustatory receptor 2940.3;Gr2940.3;GrLU6;LU.6;Gustatory receptor LU.6;GRLU.6
FBgn0045500	2L	1792057	1793268	2	Gr22b	FBgn0045491;FBgn0051931;Gr22bP;Gustatory receptor 2940.4;Gr2940.4;CR31931;CG31931;GR22b
FBgn0045501	2L	1793668	1794917	2	Gr22a	FBgn0045490;FBgn0051662;Gustatory receptor 2940.5;Gr2940.5;CG31662;GR22a
FBgn0051933	2L	1821256	1823331	1	CG31933	FBgn0031366;CG15622;gi22945479;gi21064045
FBgn0051664	2L	1824172	1826500	10	CG31664	FBgn0031366;CG15622
FBgn0051665	2L	1836538	1858550	13	wry	FBgn0031368;FBgn0031369;fibropellin;CT35769;CG15621;CG12704;CG31665
FBgn0051663	2L	1858609	1881480	13	CG31663	FBgn0031370;FBgn0040720;FBgn0063216;CG15360;CG15359;BcDNA:GH27779
FBgn0031372	2L	1869803	1871032	2	CG7295	
FBgn0031373	2L	1882008	1883214	2	CG15358	mdcds_4396
FBgn0031374	2L	1884622	1944289	60	Wdr62	CG7337;Q0E8U7_DROME;Wdr62;wdr62;WDR62
FBgn0040719	2L	1945150	1945709	2	CG15357	CG15357-RA;CG15357-PA
FBgn0053673	2L	1945815	1946728	3	CG33673	
FBgn0031375	2L	1950239	1970362	6	erm	FBgn0051670;CG7312;CG31670;dfezl;earmuff;dFezf;Dfezf;Erm
FBgn0031377	2L	1975463	1980755	5	CG15356	EMSY
FBgn0031378	2L	1981176	1982099	3	CG15362	
FBgn0031379	2L	1982217	1984514	4	CG7289	
FBgn0001125	2L	1984512	1987758	10	Got2	FBgn0031380;CG4233-RA;CG4233-PA;CG4233-RB;CG4233-PB;152801_at;got2;Got;Got-2;CG4233;mitochondrial aspartate aminotransferase;Got 2;GLUTAMATE OXALOACETATE TRANSAMINASE 2
FBgn0031381	2L	1988290	1988940	1	Npc2a	FBgn0043830;FBgn0063229;FBgn0064798;Epididymal secretory protein;CT22505;DmML3;CG7291;dnpc2a;BEST:GH08376;BcDNA:RH53228;BcDNA:GH22047;npc2a;Niemann-Pick Type C-2;NPC2
FBgn0043539	2L	1991381	1992160	4	Obp22a	FBgn0051941;FBgn0063479;22a;Obp-b;anon-AE003584.1;CG31941;DmelObp22a;obp22
FBgn0053543	2L	1997102	2006313	7	CG33543	CG15354;CG15355;FBgn0031382;FBgn0031383;FBtr0077864;FBpp0077533;FBtr0077865;FBpp0077534;CG15355;CG15354;CT35364;CT35363;33543
FBgn0040718	2L	2006763	2007193	2	CG15353	FBgn0062918;BcDNA:RH63135
FBgn0040717	2L	2008414	2009072	4	Nplp4	neuropeptide-like precursor 4;YSY peptide;NPLP4;CG15361;YSY
FBgn0031384	2L	2009859	2030788	31	CG4238	
FBgn0259192	2L	2032519	2036041	2	CG42296	FBgn0040105;FBgn0031385;CG15378;CG15378
FBgn0003557	2L	2037714	2044372	18	Su(dx)	FBgn0043511;FBgn0043512;FBgn0043513;Su(deltex);Su(Dx);CG4244;anon-WO0073329.4;anon-WO0073329.2;anon-WO0073329.1;ITCH;AIP4;su(dx);suppressor of deltex;Suppressor of Deltex;Itch;Su (Dx);Supressor of Deltex;Su(DX);supressor of deltex
FBgn0028952	2L	2045494	2048054	8	Kebab	FBgn0051672;n(2)k09932;BEST:LD15963;CG4248;kebab;keb;CG31672;kinetochore and EB1 associated basic protein
FBgn0026396	2L	2054589	2057967	6	Or22c	22c;DOR16;CG15377;22C.1;Olfactory receptor 22C.1;DOR22C.1;Or22C.1
FBgn0053516	2L	2058790	2109878	15	dpr3	CG15380;CG15379;FBgn0031386;FBgn0031387;FBgn0040716;FBtr0077856;FBpp0077528;FBtr0077857;FBpp0077529;FBtr0077858;FBpp0077530;CG15381;CG15380;CG15379;Dpr-3;CT35425;CG33516;dpr3;CRACM2;CRAC modulator 2;Dpr3
FBgn0031388	2L	2079919	2081286	6	CG12674	
FBgn0031389	2L	2127309	2129237	4	CG4259	SPH173
FBgn0004507	2L	2130813	2137296	5	GlyP	FBgn0027859;FBgn0063790;glycogen phosphorylase;GP;l(2)k07918;Glp1;DGPH;glycogen phosphorylase b;CG7254;BcDNA:LD24485;anon-WO0257455.33;Glyp;GLYCOGEN PHOSPHORYLASE;glyP;GLP1
FBgn0031390	2L	2137350	2145187	17	tho2	FBgn0051671;Tho2;CG31671;CG4263;Thoc2;THO2;macadamia
FBgn0031391	2L	2145297	2147275	4	CG11723	11723;CC25
FBgn0027509	2L	2147518	2151664	5	TBCD	CG7261;BcDNA:LD22320;tubulin-binding cofactor D;tbcd
FBgn0031392	2L	2151754	2155389	10	AIF	aif;AIF;Apoptosis Inducing Factor;CG7263;DmAIF;SD03428p
FBgn0031393	2L	2155753	2156790	1	CG15382	FBgn0047140;BcDNA:RE26473
FBgn0000097	2L	2156484	2178754	10	aop	FBgn0003123;FBgn0005623;FBgn0026827;Yan;AOP;YAN;pokkuri;yan;Aop;CG3166;Aop/Yan;DROYANETSB;SK2-1;DROYANET;aop/yan;pok;yan/pok;Anterior open;fus6;SGP cluster fusion defects 6;Anterior Open;anterior-open
FBgn0031395	2L	2189914	2192386	6	CG10874	FBgn 31395
FBgn0085201	2L	2192525	2197912	8	CG34172	
FBgn0051668	2L	2203721	2206166	9	CG31668	FBgn0031396;CG10879;CG31668-PB;dSLC5A12
FBgn0053124	2L	2206525	2209102	9	CG33124	FBgn0031396;CG10879;CG33124-PB;dSLC5A13
FBgn0031397	2L	2209574	2212571	10	CG15385	
FBgn0010288	2L	2212738	2214211	9	Uch	ubiquitin carboxyl terminal hydrolase;UCH;UCH-D;UBL;uch;uch-D;CG4265;UCH-D19;Uch-D;ubiquitin C-terminal hydrolase;dUch;P35122;ubiquitin carboxyterminal hydrolase;Uchl1;dUCH;Uchl;UCHL1
FBgn0085203	2L	2214266	2215167	3	CG34174	
FBgn0031398	2L	2214972	2216311	4	CG10880	
FBgn0040715	2L	2216503	2217246	1	CG15386	
FBgn0259717	2L	2216503	2217246	2	CG42371	
FBgn0031399	2L	2217290	2220625	7	mio	FBgn0031400;CG15384;CG7074;Mio;SEA4;FBtr0077835;Sea4
FBgn0031401	2L	2220748	2225544	10	papi	cg7082;CG7082;Partner of PIWIs;PAPI;Papi
FBgn0031403	2L	2225545	2226294	2	CG15387	
FBgn0267378	2L	2226342	2231099	8	sau	FBgn0083064;FBgn0010704;FBgn0031402;FBgn0046260;FBgn0047216;GOLPH3;CG7085;rotini;l(2)s5379;rti;BEST:LD28579;BcDNA:LD10657;lethal (2) s5379;Rotini
FBgn0262126	2L	2231106	2236844	21	Sec24CD	FBgn0001106;FBgn0261643;FBgn0086717;FBgn0031408;FBgn0046217;CG10882;Sec24;Sec24CD;sten;stenosis;BcDNA:LP05220;FBgn0031408;Ghost;ghost;gho;sfb3;sec24;Sten;Sec24CD ortholog;Gho
FBgn0051679	2L	2237076	2238251	2	Tengl3	FBgn0031404;CG17006;CG31679
FBgn0052463	2L	2238304	2239384	2	Tengl2	FBgn0031404;CG17006;CG32463
FBgn0051682	2L	2239414	2240593	2	Tengl1	FBgn0031404;FBgn0063770;BcDNA:AT02809;CG17006;CG31682
FBgn0264979	2L	2242378	2245274	6	CG4267	FBgn0031405;CG31686;FBgn0051686;CG31686;Dmel_CG4267
FBgn0011832	2L	2250431	2251275	1	Ser12	SP92;CG17240
FBgn0042186	2L	2251510	2252341	2	CG17239	SP138
FBgn0042187	2L	2253045	2253852	1	CG17234	SP113
FBgn0031406	2L	2254176	2255050	1	Send1	CG17012;SP163
FBgn0031407	2L	2263442	2264241	5	CG4270	FBgn0063357;BcDNA:AT04879
FBgn0054049	2L	2264231	2265321	3	CG34049	FBgn0082841;BP1065
FBgn0250841	2L	2268106	2269140	2	CG17242	FBgn0042188;FBgn0066888;SPH187;anon-SAGE:Wang-110
FBgn0031409	2L	2285163	2285926	1	CG4271	SPH164
FBgn0051681	2L	2285925	2286873	1	CG31681	
FBgn0261523	2L	2287025	2287933	3	CG42658	
FBgn0031410	2L	2288503	2289416	1	CG17237	FBgn0063331;DmAAF51272;BcDNA:AT15471;ELC4
FBgn0028570	2L	2290224	2290738	2	robl22E	FBgn0031411;CG10838;Robl22E
FBgn0051949	2L	2300103	2300888	3	CG31949	
FBgn0031412	2L	2307948	2308872	4	CG16995	
FBgn0031413	2L	2308761	2357356	4	CG9967	
FBgn0031414	2L	2311680	2358944	14	eys	FBgn0053955;CG15388-PA;CG15388;CG15388-RA;FBgn0031415;FBgn0031416;CG7245;CG15389;CG15388;agrin-like;fibropellin;CT35437;CG33955;spam;mAb21A6;spacemaker;Eys;Spam;Spacemaker;Eyes Shut;21A6;mAb 21A6;MAb21A6;SPAM;EYS;Eyeshut
FBgn0014010	2L	2359142	2365273	21	Rab5	FBgn0022048;Drab5;rab5;Dm Rab5;Rab;BAA88244;AAF51265;CG3664;DmRab5;DRab5;l(2)k08232;RAB5;dRab5;RAB5a;Rab-5;Rab-protein 5;drab5
FBgn0261647	2L	2365345	2370137	2	Axud1	FBgn0028485;FBgn0259279;BcDNA:GH09817;CG4272;DAxud1;C676
FBgn0031417	2L	2370152	2371524	6	CG3597	BVRA
FBgn0031418	2L	2372455	2374627	12	CG3609	CT12127
FBgn0031419	2L	2374713	2375697	2	CG15390	FBgn0063688;BcDNA:RE18748
FBgn0031420	2L	2375841	2380506	3	Atxn7	CG9866;Ataxin-7
FBgn0264672	2L	2381097	2383073	6	Eogt	FBgn0031421;FBgn0264615;eogt;CG9867
FBgn0031423	2L	2384761	2385792	6	CG3557	
FBgn0264081	2L	2389578	2390689	2	CG43750	
FBgn0031424	2L	2391660	2410662	21	VGlut	CG9887;DVGLUT;dvglut;vesicular glutamate transporter;DvGluT;vGLUT;VGluT;MFS11;VGLUT;DVGluT;Drosophila vesicular glutamate transporter;dvGlut;dVGlut;vglut;vGluT;DVGlut;dVGLUT;vGlut;Vglut;dvGluT;DV-Glut;DvGlut;Drosophila Vesicular Glutamate Transporter
FBgn0031426	2L	2410624	2415322	4	CG18641	FBgn0031425;CG11535
FBgn0051948	2L	2415359	2416720	3	CG31948	FBgn0031427;CG9966
FBgn0085477	2L	2416792	2417965	3	CG34448	FBgn0031427;FBan0031684;CG31684;FBgn0051684;CG31684;CG9966
FBgn0085476	2L	2418422	2420013	6	CG34447	FBgn0031427;FBan0031684;CG31684;FBgn0051684;CG31684;CG9966
FBgn0031428	2L	2420830	2424647	3	CG9886	AAF51252
FBgn0264988	2L	2424797	2425041	1	CG44139	
FBgn0000490	2L	2428372	2459823	6	dpp	FBgn0010065;Dpp;Decapentaplegic;shortvein;BMP;DPP;TGF-beta;TGFbeta;Dm-DPP;TGF-b;CG9885;l(2)k17036;l(2)10638;l(2)22Fa;shv;M(2)LS1;ho;Decapentaplegic/Bone Morphogenetic Protein;heldout;blink;Tegula;Haplo-insufficient;blk;Tg;M(2)23AB;Hin-d;DPP-C;bone morphogenic protein;bone morphogenetic protein;TGF-betagr;/SMAD;Dpp/TGFbeta
FBgn0264978	2L	2488197	2492671	6	Slh	FBgn0015816;CG15393;FBgn0031429;Sly1;slh;CG3539;Sly1p;d-sly;Sly;SLY1;CG15393;SLY1 homologous;SLH
FBgn0011818	2L	2492955	2498846	13	oaf	FBgn0004866;FBgn0005565;l(2)22Fb;tnd;transcript-near-decapentaplegic;near dpp complementation group 1;l(2)ND1;transcript near decapentaplegic;CG9884;out at first
FBgn0031430	2L	2517102	2518037	2	CG3528	
FBgn0031431	2L	2551145	2552825	2	CG3515	
FBgn0031432	2L	2562483	2564830	7	Cyp309a1	309a1;CG9964;cytochrome P450;CYP309A1
FBgn0041337	2L	2564886	2573037	6	Cyp309a2	FBgn0031433;309a2;CG18559;Cytochrome P450 309a2
FBgn0026778	2L	2573436	2575052	2	Rad1	Rad1[Dm];CG3240;Dromel_CG3240_FBtr0077747_rad1_mORF;rad1;Rad1;DmRad1
FBgn0085343	2L	2573436	2575052	2	Sws1	CG34314;dmSws1;Dromel_CG3240_FBtr0077747_rad1_uORF
FBgn0031434	2L	2575280	2576997	4	insv	FBgn0047090;CG3227;BcDNA:RE55538;Insv;insv;insensitive;Insensitive
FBgn0031435	2L	2577687	2579179	1	Elba2	CG9883;Elba;early boundary factor
FBgn0031437	2L	2580292	2581423	4	Arpc5	P16-ARC;CG9881;p16-ARC;p16;ArpC5;Arpc5;ARPC5;p16-arc
FBgn0026479	2L	2581281	2585430	16	Drp1	FBgn0005566;FBgn0005579;FBgn0031438;FBgn0042649;noodle;dynamin-2;CG3210;fratboy;Dnm1/Drp1;l(2)22Fc;l(2)ND2;l(2)ND3;near dpp complementation group 2;near dpp complementation group 3;lethal(2)22Fc;lethal(2)22Fd;l(2)22Fd;Drp-1;drp1;Drp;DRP1;dynamin related protein-1;drp-1;frat;dynamin-related protein;Noodle;dynamin-related protein 1;Dynamin Related Protein 1;dynaminrelated protein 1;DRP;DNM1L;drp
FBgn0250835	2L	2591869	2592773	3	CG15394	FBgn0031439;FBgn0066938;anon-SAGE:Wang-060
FBgn0031440	2L	2609994	2611283	2	CG15395	
FBgn0263322	2L	2620187	2620782	1	CG43403	
FBgn0031441	2L	2646577	2647720	1	CG9962	CKIa-like
FBgn0264433	2L	2647886	2648361	1	CG43851	
FBgn0053125	2L	2648360	2652414	4	CG33125	
FBgn0031442	2L	2653046	2653926	2	Prosbeta4R1	FBgn0061441;BcDNA:AT30033;CG17301;Proteasome beta4R1 subunit;beta4R1
FBgn0026395	2L	2654049	2655462	2	Or23a	23a;DOR64;DOR64, AN5;CG9880;23A.1;Dor64;AN5;dor64;Olfactory receptor 23A.1;DOR23A.1;Odorant receptor 64;Or64;Or23A.1;or23a
FBgn0031443	2L	2655394	2657102	4	Prosbeta4R2	FBgn0044760;anon-WO0140519.122;CG17302;Proteasome beta4R2 subunit;beta4R2
FBgn0031444	2L	2665062	2666265	2	CG9879	
FBgn0041248	2L	2669823	2672186	4	Gr23a	FBgn0031445;Gr23aB;Gr23aA;Gr23a.b;Gr23a.a;Gr23A1b;Gr23A1a;23A1b;23A1a;Gustatory receptor 23A.1;GR23A.1;23A1.b;23A.1a;CG15396;GR23a
FBgn0051690	2L	2677734	2719431	7	CG31690	FBgn0031447;FBgn0031448;CG15397;CG11542
FBgn0031446	2L	2695330	2696437	3	CG15398	
FBgn0031449	2L	2725674	2739830	24	CG31689	FBgn0051689;CG9892
FBgn0031450	2L	2739986	2743377	13	Hrs	FBgn0013527;FBgn0041149;HRS;hrs;CG2903;l(2)23Ad;HRS-2;l(2)23AB5;Hepatocyte growth-factor-regulated substrate;Hepatocyte growth factor regulated tyrosine kinase;vps27;Hepatocyte growth factor-regulated tyrosine substrate;l(2)23Ad(Hrs);Hepatocyte growth factor-regulated tyrosine kinase substrate;Vps27;hepatocyte growth factor-regulated tyrosine kinase substrate;DmHRS;F[[1]]F[[0]] ATPase;dHrs;HGF-regulated tyrosine kinase substrate
FBgn0031451	2L	2743375	2744934	5	CG9961	
FBgn0031452	2L	2745098	2746944	3	Cwc25	CG2843;CWC25
FBgn0250906	2L	2746880	2753068	9	Pgk	FBgn0003075;FBgn0014416;FBgn0013525;CG3127;pgk;l(2)23Ac;169C9S;PGK;anon-sts18;ESTS:169C9S;lethal (2) 23AB3;l(2)23AB3;phosphoglycerate kinase;phosphoglycerokinase;pgk1
FBgn0031453	2L	2752445	2757975	10	Bacc	FBgn0025946;CG9894;clone 2.54;anon-EST:Liang-2.54;Baccus
FBgn0031454	2L	2758427	2759677	1	HemK2	CG32951;FBgn0052951;FBtr0077737;FBpp0077417;FBtr0077738;FBpp0077418;CG32951;CG9960;Dromel_CG9960_CG9958_FBtr007773_snapin_mORF;DNA adenine methyl-transferase;DAMT;damt;DNA adenine methyltransferase
FBgn0031455	2L	2758427	2759677	1	Snapin	CG32951;FBgn0052951;CG9958;CG32951;snapin;Dromel_CG9960_CG9958_FBtr007773_snapin_uORF;Snapin;NP_722835;SNAPIN;Snapin ortholog
FBgn0031457	2L	2763416	2765665	7	CG3077	DmSNX21
FBgn0026324	2L	2767286	2767845	1	Taf10b	dTAF[[II]]16;dmTAF10b;TAF;TFIID;TAF[[II]];TAF[[II]]16;TAF10b;CG3069;dtafII16;TAFII16;TBP-associated factor 16kD;TafII16;Taf16;TBP-associated factor;Taf10;dTAF10b;taf10b;dTaf10b
FBgn0028398	2L	2767890	2768612	2	Taf10	FBgn0062976;dTAF[[II]]24;TAF[[II]]24;dmTAF10;dmTaf10;TAF;taf24;TFIID;TAF[[II]];TAF10;CG2859;dtafII24;TBP-associated factor 24kD;dTAFII24;TafII24;Taf24;BcDNA:RE73934;TBP-associated factor;dTAF10;taf10
FBgn0019830	2L	2768590	2770069	2	colt	collapsed trachea;CG3057;CACT
FBgn0031459	2L	2770135	2770904	8	CG2862	
FBgn0031460	2L	2770884	2771776	2	CG15399	
FBgn0004242	2L	2772327	2799979	42	Syt1	FBgn0005767;FBgn0022151;syt;Synaptotagmin1;dsyt1;Synaptotagmin;synaptotagmin 1;synaptotagmin I;Synaptotagmin I;dsytI;SYT;Syt;DSYT2;SytI;syt-1;sytI;Dsyt2;Syt1;CG3139;SYT1;l(2)k05909;SYT I;D. Syt I;l(2)23Ba;DSYT;l(2)23AB1;Syt I;SynaptotagminI;syt1;synaptotagmin;DSyt1;syt I;Synaptotagmin 1;DSyt;dSYT;Syt-1;Synaptotagmin-I;synaptotagmin-1;syt 1;Droso1;Syt 1;DSypt;Synaptoptagmin 1;Synaptotagmin-1;STY1;dSyt1;syn;DSypt1
FBgn0031461	2L	2805261	2812376	5	daw	CG16987;dActivin2;Alp23b;Alp;Activin-Like Protein;ALP23B;Alp23B;Activin Like Protein at 23B;Activin like protein;Dawdle;DAW;cg16987;Daw
FBgn0031462	2L	2812437	2814429	2	CG2964	
FBgn0031463	2L	2814336	2815760	5	G6P	CG15400;G6pase;glucose-6-phosphatase
FBgn0283531	2L	2815970	2830248	9	Duox	FBgn0000403;FBgn0031464;DUOX;dual oxidase;duox;Curly;Cy;l(2)23Bb;dDuox;CG3131;Dual oxidase;Duox;dduox;NADPH dual oxidase;duOx
FBgn0031465	2L	2823546	2825506	1	CG3123	gi7295901;gi21064005
FBgn0031466	2L	2834887	2837833	5	CG3119	dC1GalT7
FBgn0031467	2L	2838411	2839547	2	Cpr23B	CG2973;DmelCpr23B
FBgn0031468	2L	2840124	2842638	4	CG2975	dC1GalT4
FBgn0031469	2L	2842589	2844513	3	CG18558	dC1GalT3
FBgn0031470	2L	2844601	2845734	2	CG18557	c-SPH125
FBgn0031471	2L	2845926	2847212	2	CG3117	SPH94;c-SPH94
FBgn0031472	2L	2847632	2848997	2	CG2983	dC1GalT8
FBgn0031473	2L	2848989	2855778	5	CG3104	
FBgn0015521	2L	2856070	2857029	8	RpS21	FBgn0010545;FBgn0014276;RpS21;Ribosomal protein S21;rpS21;overgrown hematopoietic organs-23;l(2)168/14;oho23;l(2)k16814;l(2)03575;CG2986;oho23B;overgrown hematopoietic organs 23B;M(2)23B;Rp S21;overgrown hematopoietic organs at 23B
FBgn0031474	2L	2857164	2868548	5	CG2991	CT42388;CT10107
FBgn0051694	2L	2868627	2874489	5	CG31694	FBgn0031475;FBgn0031477;CG3098;CG15401
FBgn0031476	2L	2869652	2870649	1	CG8813	FBgn0044529;anon-WO0140519.96
FBgn0031478	2L	2874890	2877168	1	CG8814	DmCG8814
FBgn0031479	2L	2877091	2878232	3	Prx6005	153181_at;CG3083;DPx6005;GM04269p;DPx-6005;dPrx6b
FBgn0051950	2L	2878344	2879001	2	Sbat	Gem7;CG31950;Gemin7
FBgn0024947	2L	2880704	2885850	13	NTPase	CD39-like NTPase;dmNTPase;CG3059;NTPDase6
FBgn0041111	2L	2885929	2954406	69	lilli	FBgn0010466;FBgn0016741;FBgn0026635;FBgn0026643;FBgn0031481;FBgn0040119;FBgn0045826;FBgn0047289;CG8817;189Y;154454_at;Su(Raf)2A;SS2-1;SY2-1;l(2)23Cc;l(2)00632;Su(Raf)2a;l(2)K07920;l(2)K00632;Suppressor of GMR-sina 2-1;BEST:GH09955;l(2)k16124;l(2)k07920;BcDNA:GM02019;S(ls)4;Lilli;AFF4;dAFF4;liliputian;dAFF;Lilliputian
FBgn0010263	2L	2954762	2968434	30	Rbp9	FBgn0010253;FBgn0031482;fs(2)B;fes;rbp9;RBP9;RRM9;RRM10;RBP9-2;rbp9a;rbp;rrm9;rrm10;female sterile(2)Bridges;female sterile;RNA-binding protein 10;Rbp10;CG15402;CG3151;female sterile (2) Bridges;Rpb9;RNA binding protein 9;Arrest
FBgn0024920	2L	2968293	2969638	2	Ts	CG3181;FBgn0024920;TS;c1.5;anon-23Ca;Ts;Thymidylate synthase;thymidilate synthetase
FBgn0004584	2L	2969773	2972508	6	Rrp1	Recombination Repair Protein 1;RRP1;rrp;strand transferase;CG3178;Rrp-1;3178;RRP1_DROME
FBgn0260639	2L	2972891	2974858	3	gammaTub23C	FBgn0004176;FBgn0040117;gamma-tubulin;gamma-Tub;Tub23;CG3157;gamma-Tub23C;gammaTub;l(2)23Ce;gamma-tub;GTU88*;gamma tubulin;gamma-Tubulin;gammatubulin;Gamma-tubulin;gama-tubulin;gammatub;g-Tubulin;gammaTUB;gamma-tub23;GAMMA23C;gammaTub23C;D.m.GAMMA-23C;GTUB;gammaTUB23C;gammatub23C;gamma-tubulin-1;gamma[zy];gammaTub23CD;tubulin;CG 3157;gamma-tubulin (23C);23C gamma-tubulin;gammaTubulin;gamma tubulin 23C;lethal (2) 23Ce;23C-gamma-tubulin;gamma-Tubulin at 23C;gamma-tubulin(23C);gamma-tub 23C;gamma-tubulin 23C;&ggr-tubulin;gamma-tub23C;gamma-tubulin23C;Tub3A;gTub23C;&ggr-tubulin 23C;&ggr Tubulin 23C;Tub23C
FBgn0031483	2L	2974859	2976862	2	CG9641	
FBgn0031484	2L	2977122	2978500	3	CG3165	
FBgn0031485	2L	2978411	2979288	2	CG9643	
FBgn0250786	2L	2979562	2987723	21	Chd1	FBgn0016132;FBgn0040118;chd1;CHD1;CG3733;CHD-1;dCHD1;DmCHD1;chromo-ATPase/helicase-DNA-binding domain;Chromodomain-helicase-DNA-binding protein;lethal (2) 23Cd;l(2)23Cd;chromo-ATPase/helicase-DNA-binding protein 1;CHD1,2
FBgn0025109	2L	2988116	2990075	5	Bem46	FBgn0031486;c1.6;CG18642
FBgn0002989	2L	2989594	2992759	6	okr	FBgn0017554;Okra;rad54;Rad54;RAD54;DmRad54;DmRAD54;DhR54;CG3736;okra;Ras54;RAD54L;Dmrad54;Okr;OKR
FBgn0025681	2L	2992870	2998726	12	CG3558	FBgn0031487;c4.3;BEST:LD23852;LD23852
FBgn0031488	2L	2999286	3016069	3	CG17265	
FBgn0031489	2L	3016441	3018308	19	CG17224	
FBgn0031490	2L	3018508	3021506	6	CG17264	
FBgn0031491	2L	3021309	3023141	2	alpha4GT1	CG17223;alpha-4GT1;alpha1,4-N-acetylgalactosaminyltransferase-1;alpha4GT1
FBgn0031492	2L	3023226	3026439	6	CG3542	prp40
FBgn0031493	2L	3026252	3029168	10	Sf3b2	CG3605;SF3B2
FBgn0031494	2L	3029253	3030616	2	CG17219	
FBgn0031495	2L	3030539	3032300	9	GABPI	CG17257
FBgn0031496	2L	3032210	3035348	18	CG17258	
FBgn0031497	2L	3035493	3037403	2	SerRS	SerRS;seryl-tRNA synthetase;DmSRS1;CG17259
FBgn0031498	2L	3037230	3038793	3	CG17260	
FBgn0243513	2L	3038826	3039812	3	cnir	FBgn0064188;FBgn0031499;Cnir;CG17262;Cni-related
FBgn0031500	2L	3039976	3041890	7	CG17221	DM_7295851
FBgn0031501	2L	3042551	3043593	4	CG17261	
FBgn0042627	2L	3043947	3056143	8	FASN2	FBgn0031502;DM_7295849;CG3524;FASN[CG3524];FAS;mFAS;fatty acid synthase 2;FAS[CG3524];v(2)k05816;methyl-branched specific FAS;mbCHC-specific FAS;Fatty acid synthase, methyl-branched specific;FAS-mb
FBgn0283427	2L	3056598	3068177	11	FASN1	FBgn0027571;FBgn0027682;FBgn0027719;FBgn0044793;FBgn0022805;FASN[CG3523];FAS;fatty acid synthase;CG3523;Fatty acid synthetase;Fatty acid synthase;BcDNA:gh07626;DM_7295848;BcDNA:GH07626;anon-EST:Posey43;anon-EST:Posey235;anon-WO0138581.1;dFAS;fas;FASN;Fas;Fatty Acid Synthase;FAS[CG3523];Fasn;dFASN
FBgn0015600	2L	3068345	3144786	60	toc	FBgn0010486;FBgn0063149;l(2)K08224;l(2)k08224;l(2)05527;l(2)01361;CG9660;BcDNA:LD27161;BA34;Toc
FBgn0005779	2L	3109672	3110998	1	PpD6	FBgn0031503;protein phosphatase from PCR fragment D6;PP1-like;CG8822;D6;PP1
FBgn0031504	2L	3128635	3129489	1	CG15403	CG15403-RA;CG15403-PA
FBgn0011648	2L	3146056	3159643	7	Mad	FBgn0000105;FBgn0013945;FBgn0022270;FBgn0024356;mad;pMad;p-Mad;pMAD;MAD;2/23;l(2)K00237;Mothers against Decapentaplegic;apang;apg;l(2)k00237;En(vvl);E(zen)2;CG12399;Mother against decapentaplegic;P-mad;Mothers against Dpp;P-Mad;dMAD;phosphorylated Smad;Mothers against DPP;mothers against dpp;Mothers against decapentaplegic;dMad;PMad;Mothers Against Dpp;c28;mothers against decapentaplegic;Mat;mothers against decapentaplegi;Smad;pSmad;phosphoSmad;Mothers Against Decapentaplegic;phospho-Smad;Smad1;Mother against Dpp;Mother against DPP;Mothers against decapentaplegi;Mothers-against-decapentaplegic;mothers against DPP;p-MAD
FBgn0260817	2L	3159950	3162399	5	gkt	FBgn0031506;FBgn0031507;FBgn0017439;c22;Tyrosyl-DNA phosophodiesterase 1;Tdp1;CG8826;CG8825;anon-23Db;Gkt;TDP1;Glaikit
FBgn0014906	2L	3163645	3169462	10	Hydr2	CT11757;anon-23Da;DMU29170;anon-23D;c24;C24;cg3488;CG3488;HYDR2;alpha/beta hydrolase2
FBgn0264744	2L	3169820	3171092	1	CG44002	FBgn0085435;FBgn0031510;CG34406-2;CG34406;CG18555
FBgn0051698	2L	3173205	3173840	3	CG31698	FBgn0063131;BcDNA:LP02725
FBgn0031512	2L	3173972	3174504	4	CG15404	
FBgn0085422	2L	3175112	3200496	13	CG34393	CG8829;FBgn0031509;FBgn0031508;CG15405;CG15405;CG8829;Dm_2L:14421
FBgn0031513	2L	3269437	3271806	8	CG3347	
FBgn0031514	2L	3275800	3280534	8	OtopLb	CG3332;dmOTOPLb;dm_OtopLb
FBgn0031515	2L	3291245	3294706	15	CG9664	CG9664-RB;CG9664-PB;CG9664-RC;CG9664-PC;CG9664-RA;CG9664-PA;FBtr0077605;FBpp0077292;FBtr0077606;FBpp0077293;FBtr0077607;FBpp0077294
FBgn0031516	2L	3294926	3303130	7	CG9663	
FBgn0031518	2L	3304100	3317418	14	CG3277	
FBgn0031517	2L	3309222	3311682	5	CG15406	
FBgn0031519	2L	3316794	3319872	8	Fign	fidgetin_DROME;DmCG3326;CG3326;Dm-fidgetin;fidgetin
FBgn0031520	2L	3320245	3323141	7	CG8837	
FBgn0053281	2L	3324237	3326637	6	CG33281	FBgn0031521;CG15407
FBgn0053282	2L	3327903	3329792	6	CG33282	FBgn0031521;CG15407
FBgn0031522	2L	3330928	3332876	7	CG3285	
FBgn0031523	2L	3332814	3334790	6	CG15408	
