CDS_name	CDS_loc	length	gene_name
eIF3g1-PA	X:complement(2609373..2610182);	810	eIF3g1
Smyd3-PB	X:complement(join(2606826..2607196,2607262..2607724,2607970..2608103,2608171..2608412,2608471..2608667));	1407	Smyd3
Klp3A-PA	X:complement(join(2599673..2599718,2599779..2600275,2600359..2602622,2602694..2602845,2602919..2603598));	3639	Klp3A
CG13760-PC	X:complement(join(2584292..2584395,2584463..2584602,2584667..2584935,2584998..2585207));	723	CG13760
CG13760-PD	X:complement(join(2584292..2584395,2584463..2584548,2584667..2584935,2584998..2585207));	669	CG13760
Vha36-3-PB	X:complement(join(2579289..2579515,2579577..2579940,2579996..2580113,2580174..2580214));	750	Vha36
boi-PB	X:complement(join(2445051..2445593,2446411..2446577,2446642..2446824,2446890..2447597,2450670..2450838,2450903..2452129));	2997	boi
boi-PA	X:complement(join(2445051..2445593,2446411..2446577,2446642..2446824,2446890..2447597,2447657..2447699));	1644	boi
boi-PG	X:complement(join(2445051..2445593,2445861..2446181,2446411..2446577,2446642..2446824,2446890..2447597,2450670..2450838,2450903..2452129));	3318	boi
tko-PB	X:complement(join(2442362..2442732,2443734..2443785));	423	tko
tko-PC	X:complement(2442362..2442826);	465	tko
gt-PB	X:complement(join(2427431..2428725,2428801..2428852));	1347	gt
CG32797-PA	X:complement(2425097..2425705);	609	CG32797
CG12496-PA	X:complement(2409735..2410796);	1062	CG12496
sgg-PD	X:join(2659350..2661093,2669913..2670103,2670174..2670257,2671121..2671231,2671308..2671545,2671629..2671822,2672914..2673103,2673175..2673618,2674597..2674604);	3204	sgg
sgg-PH	X:join(2642009..2642093,2669913..2670103,2670174..2670257,2671121..2671231,2671308..2671545,2671629..2671822,2672914..2673103,2673175..2673618,2674597..2674604);	1545	sgg
sgg-PJ	X:join(2642009..2642093,2669913..2670103,2670174..2670257,2671121..2671231,2671308..2671545,2671629..2671822,2672914..2673103,2673175..2673618,2677101..2677291);	1728	sgg
sgg-PG	X:join(2643702..2643732,2669913..2670103,2670174..2670257,2671121..2671231,2671308..2671545,2671629..2671822,2672914..2673103,2673175..2673618,2674597..2674604);	1491	sgg
sgg-PK	X:join(2670192..2670257,2671121..2671231,2671308..2671545,2671629..2671822,2672914..2673103,2673175..2673618,2674597..2674604);	1251	sgg
sgg-PM	X:join(2667839..2667839,2668166..2668831,2669634..2669753,2669913..2670103,2670174..2670257,2671308..2671545,2671629..2671822,2672914..2673103,2673175..2673618,2677101..2677291);	2319	sgg
sgg-PO	X:join(2670192..2670257,2671121..2671231,2671308..2671545,2671629..2671822,2672914..2673103,2673175..2673618,2673906..2673988);	1326	sgg
sgg-PP	X:join(2659350..2661093,2669634..2669753,2669913..2670103,2670174..2670257,2671121..2671231,2671308..2671545,2671629..2671822,2672067..2672123,2672914..2673103,2673175..2673618,2674597..2674604);	3381	sgg
sgg-PQ	X:join(2659350..2661093,2669634..2669753,2669913..2670103,2670174..2670257,2671121..2671231,2671308..2671545,2671629..2671822,2672914..2673103,2673175..2673618,2677101..2677291);	3507	sgg
sgg-PR	X:join(2643702..2643732,2669634..2669753,2669913..2670103,2670174..2670257,2671121..2671231,2671308..2671545,2671629..2671822,2672914..2673103,2673175..2673618,2677101..2677291);	1794	sgg
per-PA	X:join(2688245..2688339,2688400..2689439,2689504..2689860,2689923..2691637,2691708..2691944,2692009..2692149,2692208..2692279);	3657	per
CG2662-PA	X:join(2698787..2698978,2699044..2699338,2699842..2700695);	1341	CG2662
eIF2Bbeta-PA	X:join(2704718..2704773,2704837..2704923,2704993..2705449,2705540..2705925,2705994..2706066);	1059	eIF2Bbeta
CG2681-PA	X:join(2708964..2709686,2710320..2710901,2710971..2711546);	1881	CG2681
CG2694-PA	X:join(2714130..2714210,2714288..2714453,2714511..2714606,2714777..2715280,2715338..2715433,2715514..2716705,2716766..2717108);	2478	CG2694
CG2694-PB	X:join(2714890..2715280,2715338..2715433,2715514..2716705,2716766..2717108);	2022	CG2694
CG2694-PD	X:join(2714130..2714237,2714324..2714453,2714511..2714606,2714777..2715280,2715338..2715433,2715514..2716705,2716766..2717108);	2469	CG2694
fs(1)Yb-PA	X:join(2720568..2720849,2720909..2723125,2723188..2723499,2723568..2723885);	3129	fs(1)Yb
fs(1)Ya-PA	X:join(2724344..2724385,2724443..2726491);	2091	fs(1)Ya
dwg-PA	X:join(2727832..2728263,2728545..2728934,2728997..2729953);	1779	dwg
CG2712-PA	X:join(2732565..2733170,2733231..2733485,2733556..2734200);	1506	CG2712
CG12498-PA	X:2809967..2810752;	786	CG12498
w-PA	X:complement(join(2790729..2791343,2791414..2791545,2791749..2792064,2792126..2792780,2792855..2793128,2796237..2796308));	2064	w
CG32795-PA	X:complement(join(2783312..2783425,2783767..2784146,2784270..2784487,2784548..2784687,2785000..2785129,2788494..2788612,2789238..2789300));	1164	CG32795
Syx4-PA	X:complement(join(2739161..2739232,2739297..2739545,2741423..2741496,2741589..2741831,2741898..2741991,2742561..2742797,2743451..2743483));	1002	Syx4
Syx4-PB	X:complement(join(2739161..2739232,2739297..2739545,2741423..2741496,2741589..2741831,2741898..2741991,2742561..2742602));	774	Syx4
crm-PB	X:complement(join(2735003..2735104,2735177..2735328,2735396..2735768,2735837..2737413,2737470..2737673,2737922..2738462));	2949	crm
CG2701-PA	X:complement(join(2717703..2718750,2718813..2719091,2719165..2719767,2719827..2719987,2720059..2720175));	2208	CG2701
CG2685-PA	X:complement(join(2711830..2712022,2712093..2713270,2713334..2713431,2713496..2713621,2713678..2713741));	1659	CG2685
CG2680-PB	X:complement(join(2706329..2706856,2706953..2707342));	918	CG2680
Ugalt-PA	X:complement(join(2701838..2702775,2703288..2703407,2703505..2703520));	1074	Ugalt
Ugalt-PB	X:complement(join(2701838..2702775,2703288..2703456));	1107	Ugalt
Spg7-PA	X:complement(join(2695064..2695225,2695393..2695928,2695988..2696258,2696321..2696857,2696916..2697284,2697339..2697788,2697849..2697983));	2460	Spg7
CG2650-PA	X:complement(join(2692896..2693097,2693156..2693648,2693733..2693820));	783	CG2650
CG2652-PA	X:complement(2682117..2682824);	708	CG2652
HLH3B-PA	X:complement(join(2680431..2681236,2681334..2681658));	1131	HLH3B
N-PA	X:join(3135668..3135827,3147975..3148065,3155927..3156189,3156260..3156464,3159103..3159233,3163479..3169627,3169722..3170031,3170104..3170559,3170635..3170981);	8112	N
CG3939-PA	X:join(3175514..3175658,3175934..3176196);	408	CG3939
dnc-PA	X:join(3291825..3291871,3321041..3321217,3325927..3325965,3332442..3332546,3334145..3334331,3334555..3334648,3337242..3337582,3337689..3337953,3338026..3338140,3338215..3338377,3338448..3338816,3338970..3339173);	2106	dnc
dnc-PE	X:join(3321171..3321217,3325927..3325965,3332442..3332546,3334145..3334331,3334555..3334648,3337242..3337582,3337689..3337953,3338026..3338140,3338215..3338377,3338448..3338816,3338970..3339173);	1929	dnc
dnc-PN	X:join(3313677..3314608,3321041..3321217,3332442..3332546,3334145..3334331,3334555..3334648,3337242..3337582,3337689..3337953,3338026..3338140,3338215..3338377,3338448..3338816,3338970..3339173);	2952	dnc
dnc-PG	X:join(3314184..3314608,3321041..3321217,3332442..3332546,3334145..3334331,3334555..3334648,3337242..3337582,3337689..3337953,3338026..3338140,3338215..3338377,3338448..3338816,3338970..3339173);	2445	dnc
dnc-PF	X:join(3329699..3329844,3332442..3332546,3334145..3334331,3334555..3334648,3337242..3337582,3337689..3337953,3338026..3338140,3338215..3338377,3338448..3338816,3338970..3339173);	1989	dnc
dnc-PL	X:join(3334317..3334331,3334555..3334648,3337242..3337582,3337689..3337953,3338026..3338140,3338215..3338377,3338448..3338816,3338970..3339173);	1566	dnc
dnc-PB	X:join(3244798..3244854,3245073..3246195,3246295..3246685,3321041..3321217,3325927..3325965,3332442..3332546,3334145..3334331,3334555..3334648,3337242..3337582,3337689..3337953,3338026..3338140,3338215..3338377,3338448..3338816,3338970..3339173);	3630	dnc
dnc-PI	X:join(3280002..3281155,3321041..3321217,3325927..3325965,3332442..3332546,3334145..3334331,3334555..3334648,3337242..3337582,3337689..3337953,3338026..3338140,3338215..3338377,3338448..3338816,3338970..3339173);	3213	dnc
dnc-PC	X:join(3280002..3281155,3321041..3321217,3332442..3332546,3334145..3334331,3334555..3334648,3337242..3337582,3337689..3337953,3338026..3338140,3338215..3338377,3338448..3338816,3338970..3339173);	3174	dnc
dnc-PD	X:join(3280002..3281155,3321041..3321217,3325927..3325965,3332442..3332546,3334151..3334331,3334555..3334648,3337242..3337582,3337689..3337953,3338026..3338140,3338215..3338377,3338448..3338816,3338970..3339173);	3207	dnc
dnc-PQ	X:join(3291825..3291877,3321041..3321217,3325927..3325965,3332442..3332546,3334145..3334331,3334555..3334648,3337242..3337582,3337689..3337953,3338026..3338140,3338215..3338377,3338448..3338816,3338970..3339173);	2112	dnc
dnc-PT	X:join(3246597..3246685,3321041..3321217,3325927..3325965,3332442..3332546,3334145..3334331,3334555..3334648,3337242..3337582,3337689..3337953,3338026..3338140,3338215..3338377,3338448..3338816,3338970..3339173);	2148	dnc
ng1-PA	X:3242450..3242773;	324	ng1
Sgs4-PC	X:3250114..3250977;	864	Sgs4
CG10801-PA	X:join(3460628..3461195,3461247..3461947,3462048..3462455);	1677	CG10801
CG10801-PB	X:join(3460628..3461195,3461247..3461854,3462048..3462455);	1584	CG10801
CG12206-PA	X:complement(join(3466034..3466207,3466270..3466335,3466399..3466632,3471874..3473148));	1749	CG12206
CG16781-PA	X:complement(join(3462713..3463827,3463890..3463926));	1152	CG16781
CG16781-PB	X:complement(join(3462713..3463827,3463881..3463926));	1161	CG16781
CG16782-PA	X:complement(3459273..3459875);	603	CG16782
CG14269-PA	X:complement(3435088..3435660);	573	CG14269
CG12535-PB	X:complement(join(3392664..3392891,3393025..3393414));	618	CG12535
CG10793-PA	X:complement(3314841..3316280);	1440	CG10793
Pig1-PB	X:complement(3248715..3249233);	519	Pig1
ng4-PA	X:complement(3244015..3244188);	174	ng4
ng3-PB	X:complement(3241617..3242057);	441	ng3
ng2-PA	X:complement(3240196..3240534);	339	ng2
CG14265-PB	X:complement(3236293..3236652);	360	CG14265
Fcp3C-PA	X:complement(join(3173410..3173595,3173668..3174278,3174343..3174394));	849	Fcp3C
CG18508-PA	X:complement(3172680..3172979);	300	CG18508
CG3526-PA	X:join(2893132..2893158,2893221..2893883);	690	CG3526
CG3526-PC	X:join(2890881..2890883,2893221..2893883);	666	CG3526
CG32793-PA	X:join(2929918..2930050,2930195..2932542);	2481	CG32793
CG3592-PA	X:2935170..2935919;	750	CG3592
CG3598-PA	X:2937128..2937946;	819	CG3598
CG14420-PA	X:join(2939483..2939552,2939655..2940466);	882	CG14420
CG14421-PA	X:join(2941482..2941536,2941609..2942270);	717	CG14421
CG14422-PA	X:join(2943476..2943536,2943673..2944496);	885	CG14422
CG14423-PA	X:2945532..2946449;	918	CG14423
CG17959-PA	X:2947105..2947551;	447	CG17959
CG3603-PA	X:join(2948106..2948148,2948218..2948924);	750	CG3603
kirre-PB	X:join(3129278..3130312,3130382..3130484,3130559..3130686,3130743..3131847,3131926..3132425);	2871	kirre
CG4116-PA	X:complement(3066768..3067562);	795	CG4116
CG4116-PB	X:complement(3066768..3067469);	702	CG4116
rst-PA	X:complement(join(2953815..2954530,2954653..2955201,2955541..2955643,2955948..2956178,2957057..2957257,2957461..2957955));	2295	rst
CG14424-PA	X:complement(join(2926049..2926779,2927109..2927169));	792	CG14424
CG14419-PA	X:complement(2885284..2885871);	588	CG14419
CG14418-PA	X:complement(join(2882566..2883467,2883552..2883633));	984	CG14418
CG14418-PB	X:complement(2882566..2883420);	855	CG14418
CG14417-PA	X:complement(2875531..2876523);	993	CG14417
CG14416-PA	X:complement(join(2871990..2872687,2872743..2872821));	777	CG14416
CG10802-PA	X:join(3483045..3483083,3483146..3483912,3483970..3484474);	1311	CG10802
CG10802-PB	X:join(3483045..3483083,3483146..3483483,3483556..3483912,3483970..3484474);	1239	CG10802
CG10803-PA	X:join(3485841..3486021,3486313..3487530,3487597..3487787,3487841..3488022,3488075..3488216);	1914	CG10803
CG10803-PB	X:join(3486321..3487530,3487597..3487787,3487841..3488022,3488075..3488216);	1725	CG10803
CG10803-PE	X:join(3485841..3486021,3486313..3487343,3487404..3487530,3487597..3487787,3487841..3488022,3488075..3488216);	1854	CG10803
CG13021-PA	X:3515260..3515592;	333	CG13021
ppk8-PG	X:join(3569975..3570058,3570232..3570380,3570666..3571474,3571544..3571800);	1299	ppk8
ppk8-PH	X:join(3569504..3569694,3569755..3570058,3570232..3570380,3570666..3571474,3571544..3571800);	1710	ppk8
Ilp7-PA	X:join(3668044..3668180,3668240..3668412,3668535..3668704);	480	Ilp7
Mnt-PC	X:join(3693485..3693932,3698742..3699027,3699114..3699273,3699339..3699486,3699684..3699787,3699933..3700464,3700671..3700741);	1749	Mnt
Mnt-PI	X:join(3693485..3693932,3698118..3699027,3699114..3699273,3699339..3699486,3699687..3699787,3699930..3700464,3700671..3700741);	2373	Mnt
Mnt-PJ	X:join(3693485..3693932,3698742..3699027,3699114..3699273,3699339..3699486,3699684..3699787,3699930..3700464,3700671..3700741);	1752	Mnt
Mnt-PD	X:join(3693485..3693932,3698118..3699027,3699114..3699273,3699339..3699486,3699684..3699787,3699933..3700464,3700671..3700741);	2373	Mnt
Mnt-PF	X:join(3693485..3693932,3698118..3699027,3699114..3699273,3699339..3699486,3699687..3699787,3699933..3700464,3700671..3700741);	2370	Mnt
Mnt-PG	X:join(3693485..3693932,3698745..3699027,3699114..3699273,3699339..3699486,3699684..3699787,3699933..3700464,3700671..3700741);	1746	Mnt
Mnt-PK	X:join(3693485..3693932,3698340..3699027,3699114..3699273,3699339..3699486,3699684..3699787,3699933..3700464,3700671..3700741);	2151	Mnt
Rala-PB	X:complement(join(3706147..3706251,3708744..3708918,3709836..3709996,3710069..3710221));	594	Rala
Rala-PA	X:complement(join(3707375..3707491,3708744..3708918,3709836..3709996,3710069..3710221));	606	Rala
Parg-PB	X:complement(join(3669129..3670587,3670655..3671367));	2172	Parg
CG2875-PA	X:complement(join(3571823..3571939,3572003..3572532,3572595..3573303,3573368..3573505));	1494	CG2875
CG2875-PB	X:complement(join(3571823..3571939,3572003..3572532,3572595..3573300,3573368..3573505));	1491	CG2875
DIP-alpha-PA	X:complement(join(3513003..3513652,3514002..3514172,3514868..3514987,3519825..3519953,3520042..3520133,3522212..3522312,3523634..3523819,3523922..3524031,3530315..3530420));	1665	DIP
DIP-alpha-PB	X:complement(join(3513003..3513652,3514002..3514172,3514868..3514987,3519825..3519953,3520042..3520133,3522212..3522312,3523634..3523669));	1299	DIP
Gas8-PB	X:complement(join(3491513..3492437,3492513..3492816,3492884..3493048,3503389..3503431,3504539..3504541));	1440	Gas8
Gas8-PC	X:complement(join(3491513..3492437,3492513..3492816,3492884..3493019));	1365	Gas8
CG14270-PA	X:complement(3484709..3485284);	576	CG14270
CG10804-PA	X:complement(join(3478351..3478549,3478611..3479032,3479128..3480349,3480422..3480627));	2049	CG10804
CG10804-PB	X:complement(join(3478351..3478549,3478611..3479032,3479128..3479331,3479392..3480349,3480422..3480627));	1989	CG10804
CG10804-PC	X:complement(join(3478351..3478549,3478611..3479032,3479128..3479331,3479392..3480349,3480422..3480729,3480859..3480948));	2181	CG10804
CG2930-PD	X:join(3873158..3873176,3875902..3876242,3876315..3876393,3876455..3877458,3879007..3879214,3879513..3880273);	2412	CG2930
CG2930-PA	X:join(3873158..3873176,3875902..3876242,3876315..3876393,3876455..3877458,3877628..3878617);	2433	CG2930
CG2930-PE	X:join(3875801..3875834,3875902..3876242,3876315..3876393,3876455..3877458,3877628..3878617);	2448	CG2930
CG15239-PA	X:join(3888663..3889542,3889691..3890292);	1482	CG15239
Glos-PA	X:join(3936822..3936939,3936993..3939155,3939215..3939669);	2736	Glos
CG32786-PB	X:join(3941060..3941177,3941231..3943393,3943453..3943907);	2736	CG32786
CG32783-PB	X:join(3945256..3945373,3945427..3947589,3947649..3948103);	2736	CG32783
Vap33-PB	X:join(3949650..3949713,3951415..3951567,3951636..3951745,3951829..3952041,3952108..3952221,3952767..3952922);	810	Vap33
Vap33-PA	X:join(3949650..3949713,3951415..3951567,3951636..3951745,3951829..3951900,3952003..3952041,3952108..3952221,3952767..3952922);	708	Vap33
CG6414-PA	X:complement(join(3969082..3969289,3969351..3969643,3969730..3970077,3970413..3971315));	1752	CG6414
CG6428-PA	X:complement(join(3965820..3966521,3966588..3967337,3967397..3967632,3968030..3968237));	1896	CG6428
lva-PC	X:complement(join(3955875..3955972,3956049..3956245,3956307..3956427,3956513..3960410,3960477..3960584,3960642..3964352,3964417..3964497,3964567..3964638,3964701..3964754));	8340	lva
CG2938-PB	X:complement(join(3932956..3935179,3935260..3935356,3935730..3935997));	2589	CG2938
CG15375-PB	X:join(4101408..4101710,4101787..4102093,4102464..4102555);	702	CG15375
brn-PA	X:4104486..4105463;	978	brn
cib-PC	X:join(4109689..4109824,4109897..4110010,4110163..4110206);	294	cib
cib-PA	X:join(4109689..4109824,4109897..4110010,4110152..4110291);	390	cib
dgt4-PA	X:4114228..4114794;	567	dgt4
tyf-PB	X:join(4118418..4119017,4120296..4120424,4120502..4121236,4121454..4121930,4122064..4125787,4125924..4125994);	5736	tyf
tyf-PF	X:join(4120505..4121236,4121454..4121930,4122064..4125787,4125924..4125994);	5004	tyf
GlcAT-I-PA	X:join(4131286..4131494,4131558..4132269);	921	GlcAT
CG15570-PA	X:join(4218226..4219015,4219081..4219404,4219504..4219533,4219591..4219725,4219793..4219936,4219994..4220128,4220189..4220398,4220469..4220603,4220664..4220933,4221022..4221297,4221364..4221495,4221555..4222358,4222430..4222564,4222630..4223183);	4074	CG15570
CG12691-PA	X:4266160..4266612;	453	CG12691
CG15572-PA	X:4269031..4270488;	1458	CG15572
CG3626-PA	X:join(4366588..4368142,4368814..4369111,4369174..4369387,4369453..4369606,4369675..4369790,4369860..4370342);	2820	CG3626
CG12688-PB	X:join(4381472..4381567,4381788..4381976);	285	CG12688
CG12693-PB	X:complement(join(4327291..4327558,4327622..4328112,4328192..4328565,4329159..4329303));	1278	CG12693
mRpL33-PA	X:complement(join(4321818..4321867,4321931..4322034,4322091..4322131));	195	mRpL33
mei-9-PA	X:complement(join(4314852..4315793,4315860..4316686,4316749..4316903,4316964..4317560,4317633..4317794,4317853..4318055));	2886	mei
CG15579-PA	X:complement(4311419..4311703);	285	CG15579
CG12692-PB	X:complement(join(4300314..4301699,4301801..4302076));	1662	CG12692
CG15578-PA	X:complement(4277593..4277862);	270	CG15578
CG15577-PA	X:complement(4276607..4276906);	300	CG15577
